2023-07-18 13:46:03.442 - INFO - O servidor foi iniciado no endereço 127.0.0.1:8088.
2023-07-18 13:46:10.269 - INFO - Mensagem recebida: [R] Request 1|21772|00; Origem: 21772
2023-07-18 13:46:10.270 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 21772
2023-07-18 13:46:10.348 - INFO - Mensagem recebida: [R] Request 1|22552|00; Origem: 22552
2023-07-18 13:46:10.349 - INFO - Mensagem recebida: [R] Request 1|23032|00; Origem: 23032
2023-07-18 13:46:10.426 - INFO - Mensagem recebida: [R] Request 1|21516|00; Origem: 21516
2023-07-18 13:46:10.490 - INFO - Mensagem recebida: [R] Request 1|5236|000; Origem: 5236
2023-07-18 13:46:10.538 - INFO - Mensagem recebida: [R] Request 1|12088|00; Origem: 12088
2023-07-18 13:46:10.585 - INFO - Mensagem recebida: [R] Request 1|12516|00; Origem: 12516
2023-07-18 13:46:10.632 - INFO - Mensagem recebida: [R] Request 1|21168|00; Origem: 21168
2023-07-18 13:46:10.694 - INFO - Mensagem recebida: [R] Request 1|1980|000; Origem: 1980
2023-07-18 13:46:10.835 - INFO - Mensagem recebida: [R] Request 1|16352|00; Origem: 16352
2023-07-18 13:46:10.913 - INFO - Mensagem recebida: [R] Request 1|20032|00; Origem: 20032
2023-07-18 13:46:10.944 - INFO - Mensagem recebida: [R] Request 1|6736|000; Origem: 6736
2023-07-18 13:46:11.005 - INFO - Mensagem recebida: [R] Request 1|21688|00; Origem: 21688
2023-07-18 13:46:11.068 - INFO - Mensagem recebida: [R] Request 1|22532|00; Origem: 22532
2023-07-18 13:46:11.115 - INFO - Mensagem recebida: [R] Request 1|22120|00; Origem: 22120
2023-07-18 13:46:11.162 - INFO - Mensagem recebida: [R] Request 1|16320|00; Origem: 16320
2023-07-18 13:46:11.289 - INFO - Mensagem recebida: [R] Release 3|21772|00; Origem: 21772
2023-07-18 13:46:11.289 - INFO - Mensagem recebida: [R] Request 1|21772|00; Origem: 21772
2023-07-18 13:46:11.289 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 22552
2023-07-18 13:46:12.302 - INFO - Mensagem recebida: [R] Release 3|22552|00; Origem: 22552
