2023-07-18 14:04:40.202 - INFO - O servidor foi iniciado no endereço 127.0.0.1:8088.
2023-07-18 14:04:47.422 - INFO - Mensagem recebida: [R] Request 1|1544|000; Origem: 1544
2023-07-18 14:04:47.423 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 1544
2023-07-18 14:04:48.114 - INFO - Mensagem recebida: [R] Request 1|8392|000; Origem: 8392
2023-07-18 14:04:48.239 - INFO - Mensagem recebida: [R] Request 1|23064|00; Origem: 23064
2023-07-18 14:04:48.411 - INFO - Mensagem recebida: [R] Request 1|9488|000; Origem: 9488
2023-07-18 14:04:48.505 - INFO - Mensagem recebida: [R] Release 3|1544|000; Origem: 1544
2023-07-18 14:04:48.509 - INFO - Mensagem recebida: [R] Request 1|1544|000; Origem: 1544
2023-07-18 14:04:48.505 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 8392
2023-07-18 14:04:48.584 - INFO - Mensagem recebida: [R] Request 1|22692|00; Origem: 22692
2023-07-18 14:04:48.802 - INFO - Mensagem recebida: [R] Request 1|18492|00; Origem: 18492
2023-07-18 14:04:48.911 - INFO - Mensagem recebida: [R] Request 1|2764|000; Origem: 2764
2023-07-18 14:04:49.022 - INFO - Mensagem recebida: [R] Request 1|22048|00; Origem: 22048
2023-07-18 14:04:49.164 - INFO - Mensagem recebida: [R] Request 1|3988|000; Origem: 3988
2023-07-18 14:04:49.321 - INFO - Mensagem recebida: [R] Request 1|10256|00; Origem: 10256
2023-07-18 14:04:49.321 - INFO - Mensagem recebida: [R] Request 1|20028|00; Origem: 20028
2023-07-18 14:04:49.432 - INFO - Mensagem recebida: [R] Request 1|18460|00; Origem: 18460
2023-07-18 14:04:49.462 - INFO - Mensagem recebida: [R] Request 1|10304|00; Origem: 10304
2023-07-18 14:04:49.509 - INFO - Mensagem recebida: [R] Request 1|19212|00; Origem: 19212
2023-07-18 14:04:49.509 - INFO - Mensagem recebida: [R] Release 3|8392|000; Origem: 8392
2023-07-18 14:04:49.510 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 23064
2023-07-18 14:04:49.525 - INFO - Mensagem recebida: [R] Request 1|8392|000; Origem: 8392
2023-07-18 14:04:49.539 - INFO - Mensagem recebida: [R] Request 1|19448|00; Origem: 19448
2023-07-18 14:04:49.586 - INFO - Mensagem recebida: [R] Request 1|23072|00; Origem: 23072
2023-07-18 14:04:49.663 - INFO - Mensagem recebida: [R] Request 1|16680|00; Origem: 16680
2023-07-18 14:04:49.790 - INFO - Mensagem recebida: [R] Request 1|19032|00; Origem: 19032
2023-07-18 14:04:49.837 - INFO - Mensagem recebida: [R] Request 1|14236|00; Origem: 14236
2023-07-18 14:04:49.883 - INFO - Mensagem recebida: [R] Request 1|5096|000; Origem: 5096
2023-07-18 14:04:49.915 - INFO - Mensagem recebida: [R] Request 1|5192|000; Origem: 5192
2023-07-18 14:04:49.947 - INFO - Mensagem recebida: [R] Request 1|20104|00; Origem: 20104
2023-07-18 14:04:49.995 - INFO - Mensagem recebida: [R] Request 1|17784|00; Origem: 17784
2023-07-18 14:04:50.026 - INFO - Mensagem recebida: [R] Request 1|21980|00; Origem: 21980
2023-07-18 14:04:50.057 - INFO - Mensagem recebida: [R] Request 1|23160|00; Origem: 23160
2023-07-18 14:04:50.088 - INFO - Mensagem recebida: [R] Request 1|18524|00; Origem: 18524
2023-07-18 14:04:50.182 - INFO - Mensagem recebida: [R] Request 1|6636|000; Origem: 6636
2023-07-18 14:04:50.260 - INFO - Mensagem recebida: [R] Request 1|10472|00; Origem: 10472
2023-07-18 14:04:50.292 - INFO - Mensagem recebida: [R] Request 1|19100|00; Origem: 19100
2023-07-18 14:04:50.324 - INFO - Mensagem recebida: [R] Request 1|10312|00; Origem: 10312
