2023-07-18 13:16:08.716 - INFO - O servidor foi iniciado no endereço 127.0.0.1:8088.
2023-07-18 13:16:20.241 - INFO - Mensagem recebida: [R] Request 1|7104|000; Origem: 7104
2023-07-18 13:16:20.241 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 7104
2023-07-18 13:16:20.289 - INFO - Mensagem recebida: [R] Request 1|7840|000; Origem: 7840
2023-07-18 13:16:20.305 - INFO - Mensagem recebida: [R] Request 1|8932|000; Origem: 8932
2023-07-18 13:16:20.337 - INFO - Mensagem recebida: [R] Request 1|19892|00; Origem: 19892
2023-07-18 13:16:20.353 - INFO - Mensagem recebida: [R] Request 1|22096|00; Origem: 22096
2023-07-18 13:16:20.385 - INFO - Mensagem recebida: [R] Request 1|14424|00; Origem: 14424
2023-07-18 13:16:20.417 - INFO - Mensagem recebida: [R] Request 1|18464|00; Origem: 18464
2023-07-18 13:16:20.449 - INFO - Mensagem recebida: [R] Request 1|13692|00; Origem: 13692
2023-07-18 13:16:22.265 - INFO - Mensagem recebida: [R] Release 3|7104|000; Origem: 7104
2023-07-18 13:16:22.265 - INFO - Mensagem recebida: [R] Request 1|7104|000; Origem: 7104
2023-07-18 13:16:22.265 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 7840
2023-07-18 13:16:24.288 - INFO - Mensagem recebida: [R] Release 3|7840|000; Origem: 7840
2023-07-18 13:16:24.288 - INFO - Mensagem recebida: [R] Request 1|7840|000; Origem: 7840
2023-07-18 13:16:24.289 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 8932
2023-07-18 13:16:26.309 - INFO - Mensagem recebida: [R] Release 3|8932|000; Origem: 8932
2023-07-18 13:16:26.309 - INFO - Mensagem recebida: [R] Request 1|8932|000; Origem: 8932
2023-07-18 13:16:26.309 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 19892
2023-07-18 13:16:28.327 - INFO - Mensagem recebida: [R] Release 3|19892|00; Origem: 19892
2023-07-18 13:16:28.327 - INFO - Mensagem recebida: [R] Request 1|19892|00; Origem: 19892
2023-07-18 13:16:28.328 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 22096
2023-07-18 13:16:30.341 - INFO - Mensagem recebida: [R] Release 3|22096|00; Origem: 22096
2023-07-18 13:16:30.341 - INFO - Mensagem recebida: [R] Request 1|22096|00; Origem: 22096
2023-07-18 13:16:30.341 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 14424
2023-07-18 13:16:32.354 - INFO - Mensagem recebida: [R] Release 3|14424|00; Origem: 14424
2023-07-18 13:16:32.354 - INFO - Mensagem recebida: [R] Request 1|14424|00; Origem: 14424
2023-07-18 13:16:32.355 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 18464
2023-07-18 13:16:34.376 - INFO - Mensagem recebida: [R] Release 3|18464|00; Origem: 18464
2023-07-18 13:16:34.376 - INFO - Mensagem recebida: [R] Request 1|18464|00; Origem: 18464
2023-07-18 13:16:34.377 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 13692
2023-07-18 13:16:36.386 - INFO - Mensagem recebida: [R] Release 3|13692|00; Origem: 13692
2023-07-18 13:16:36.386 - INFO - Mensagem recebida: [R] Request 1|13692|00; Origem: 13692
2023-07-18 13:16:36.386 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 7104
2023-07-18 13:16:38.395 - INFO - Mensagem recebida: [R] Release 3|7104|000; Origem: 7104
2023-07-18 13:16:38.395 - INFO - Mensagem recebida: [R] Request 1|7104|000; Origem: 7104
2023-07-18 13:16:38.396 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 7840
2023-07-18 13:16:40.409 - INFO - Mensagem recebida: [R] Release 3|7840|000; Origem: 7840
2023-07-18 13:16:40.409 - INFO - Mensagem recebida: [R] Request 1|7840|000; Origem: 7840
2023-07-18 13:16:40.409 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 8932
2023-07-18 13:16:42.422 - INFO - Mensagem recebida: [R] Release 3|8932|000; Origem: 8932
2023-07-18 13:16:42.422 - INFO - Mensagem recebida: [R] Request 1|8932|000; Origem: 8932
2023-07-18 13:16:42.422 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 19892
2023-07-18 13:16:44.433 - INFO - Mensagem recebida: [R] Release 3|19892|00; Origem: 19892
2023-07-18 13:16:44.433 - INFO - Mensagem recebida: [R] Request 1|19892|00; Origem: 19892
2023-07-18 13:16:44.433 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 22096
2023-07-18 13:16:46.453 - INFO - Mensagem recebida: [R] Release 3|22096|00; Origem: 22096
2023-07-18 13:16:46.453 - INFO - Mensagem recebida: [R] Request 1|22096|00; Origem: 22096
2023-07-18 13:16:46.453 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 14424
2023-07-18 13:16:48.469 - INFO - Mensagem recebida: [R] Release 3|14424|00; Origem: 14424
2023-07-18 13:16:48.469 - INFO - Mensagem recebida: [R] Request 1|14424|00; Origem: 14424
2023-07-18 13:16:48.469 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 18464
2023-07-18 13:16:50.484 - INFO - Mensagem recebida: [R] Release 3|18464|00; Origem: 18464
2023-07-18 13:16:50.484 - INFO - Mensagem recebida: [R] Request 1|18464|00; Origem: 18464
2023-07-18 13:16:50.484 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 13692
2023-07-18 13:16:52.496 - INFO - Mensagem recebida: [R] Release 3|13692|00; Origem: 13692
2023-07-18 13:16:52.496 - INFO - Mensagem recebida: [R] Request 1|13692|00; Origem: 13692
2023-07-18 13:16:52.496 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 7104
2023-07-18 13:16:54.513 - INFO - Mensagem recebida: [R] Release 3|7104|000; Origem: 7104
2023-07-18 13:16:54.513 - INFO - Mensagem recebida: [R] Request 1|7104|000; Origem: 7104
2023-07-18 13:16:54.513 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 7840
2023-07-18 13:16:56.529 - INFO - Mensagem recebida: [R] Release 3|7840|000; Origem: 7840
2023-07-18 13:16:56.529 - INFO - Mensagem recebida: [R] Request 1|7840|000; Origem: 7840
2023-07-18 13:16:56.529 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 8932
2023-07-18 13:16:58.548 - INFO - Mensagem recebida: [R] Release 3|8932|000; Origem: 8932
2023-07-18 13:16:58.549 - INFO - Mensagem recebida: [R] Request 1|8932|000; Origem: 8932
