2023-07-18 13:26:54.487 - INFO - O servidor foi iniciado no endereço 127.0.0.1:8088.
2023-07-18 13:27:02.445 - INFO - Mensagem recebida: [R] Request 1|20736|00; Origem: 20736
2023-07-18 13:27:02.445 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 20736
2023-07-18 13:27:02.574 - INFO - Mensagem recebida: [R] Request 1|20996|00; Origem: 20996
2023-07-18 13:27:02.635 - INFO - Mensagem recebida: [R] Request 1|8936|000; Origem: 8936
2023-07-18 13:27:02.763 - INFO - Mensagem recebida: [R] Request 1|880|0000; Origem: 880
2023-07-18 13:27:02.858 - INFO - Mensagem recebida: [R] Request 1|10740|00; Origem: 10740
2023-07-18 13:27:02.905 - INFO - Mensagem recebida: [R] Request 1|12436|00; Origem: 12436
2023-07-18 13:27:02.952 - INFO - Mensagem recebida: [R] Request 1|16280|00; Origem: 16280
2023-07-18 13:27:02.983 - INFO - Mensagem recebida: [R] Request 1|20304|00; Origem: 20304
2023-07-18 13:27:02.999 - INFO - Mensagem recebida: [R] Request 1|14084|00; Origem: 14084
2023-07-18 13:27:03.047 - INFO - Mensagem recebida: [R] Request 1|19116|00; Origem: 19116
2023-07-18 13:27:03.079 - INFO - Mensagem recebida: [R] Request 1|21528|00; Origem: 21528
2023-07-18 13:27:03.158 - INFO - Mensagem recebida: [R] Request 1|18948|00; Origem: 18948
2023-07-18 13:27:03.220 - INFO - Mensagem recebida: [R] Request 1|18892|00; Origem: 18892
2023-07-18 13:27:03.252 - INFO - Mensagem recebida: [R] Request 1|23232|00; Origem: 23232
2023-07-18 13:27:03.282 - INFO - Mensagem recebida: [R] Request 1|23088|00; Origem: 23088
2023-07-18 13:27:03.328 - INFO - Mensagem recebida: [R] Request 1|18820|00; Origem: 18820
2023-07-18 13:27:03.360 - INFO - Mensagem recebida: [R] Request 1|20084|00; Origem: 20084
2023-07-18 13:27:03.390 - INFO - Mensagem recebida: [R] Request 1|2364|000; Origem: 2364
2023-07-18 13:27:03.438 - INFO - Mensagem recebida: [R] Request 1|17068|00; Origem: 17068
2023-07-18 13:27:03.485 - INFO - Mensagem recebida: [R] Request 1|20460|00; Origem: 20460
2023-07-18 13:27:03.518 - INFO - Mensagem recebida: [R] Request 1|14092|00; Origem: 14092
2023-07-18 13:27:03.580 - INFO - Mensagem recebida: [R] Request 1|20688|00; Origem: 20688
2023-07-18 13:27:03.675 - INFO - Mensagem recebida: [R] Request 1|996|0000; Origem: 996
2023-07-18 13:27:03.722 - INFO - Mensagem recebida: [R] Request 1|9564|000; Origem: 9564
2023-07-18 13:27:03.770 - INFO - Mensagem recebida: [R] Request 1|2740|000; Origem: 2740
2023-07-18 13:27:03.801 - INFO - Mensagem recebida: [R] Request 1|20260|00; Origem: 20260
2023-07-18 13:27:03.833 - INFO - Mensagem recebida: [R] Request 1|22456|00; Origem: 22456
2023-07-18 13:27:03.880 - INFO - Mensagem recebida: [R] Request 1|23264|00; Origem: 23264
2023-07-18 13:27:03.896 - INFO - Mensagem recebida: [R] Request 1|9332|000; Origem: 9332
2023-07-18 13:27:03.941 - INFO - Mensagem recebida: [R] Request 1|15008|00; Origem: 15008
2023-07-18 13:27:04.020 - INFO - Mensagem recebida: [R] Request 1|3188|000; Origem: 3188
2023-07-18 13:27:04.084 - INFO - Mensagem recebida: [R] Request 1|9768|000; Origem: 9768
2023-07-18 13:27:04.461 - INFO - Mensagem recebida: [R] Release 3|20736|00; Origem: 20736
2023-07-18 13:27:04.461 - INFO - Mensagem recebida: [R] Request 1|20736|00; Origem: 20736
2023-07-18 13:27:04.461 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 20996
2023-07-18 13:27:06.473 - INFO - Mensagem recebida: [R] Release 3|20996|00; Origem: 20996
2023-07-18 13:27:06.473 - INFO - Mensagem recebida: [R] Request 1|20996|00; Origem: 20996
2023-07-18 13:27:06.473 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 8936
2023-07-18 13:27:08.497 - INFO - Mensagem recebida: [R] Release 3|8936|000; Origem: 8936
2023-07-18 13:27:08.497 - INFO - Mensagem recebida: [R] Request 1|8936|000; Origem: 8936
2023-07-18 13:27:08.497 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 880
2023-07-18 13:27:10.513 - INFO - Mensagem recebida: [R] Release 3|880|0000; Origem: 880
2023-07-18 13:27:10.513 - INFO - Mensagem recebida: [R] Request 1|880|0000; Origem: 880
2023-07-18 13:27:10.513 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 10740
2023-07-18 13:27:12.533 - INFO - Mensagem recebida: [R] Release 3|10740|00; Origem: 10740
2023-07-18 13:27:12.533 - INFO - Mensagem recebida: [R] Request 1|10740|00; Origem: 10740
2023-07-18 13:27:12.533 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 12436
2023-07-18 13:27:14.544 - INFO - Mensagem recebida: [R] Release 3|12436|00; Origem: 12436
2023-07-18 13:27:14.544 - INFO - Mensagem recebida: [R] Request 1|12436|00; Origem: 12436
2023-07-18 13:27:14.545 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 16280
2023-07-18 13:27:16.560 - INFO - Mensagem recebida: [R] Release 3|16280|00; Origem: 16280
2023-07-18 13:27:16.560 - INFO - Mensagem recebida: [R] Request 1|16280|00; Origem: 16280
2023-07-18 13:27:16.560 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 20304
2023-07-18 13:27:18.575 - INFO - Mensagem recebida: [R] Release 3|20304|00; Origem: 20304
2023-07-18 13:27:18.575 - INFO - Mensagem recebida: [R] Request 1|20304|00; Origem: 20304
2023-07-18 13:27:18.575 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 14084
2023-07-18 13:27:20.599 - INFO - Mensagem recebida: [R] Release 3|14084|00; Origem: 14084
2023-07-18 13:27:20.600 - INFO - Mensagem recebida: [R] Request 1|14084|00; Origem: 14084
2023-07-18 13:27:20.600 - INFO - Mensagem enviada: [S] Grant 2|8088|000; Destino: 19116
2023-07-18 13:27:22.616 - INFO - Mensagem recebida: [R] Release 3|19116|00; Origem: 19116
2023-07-18 13:27:22.616 - INFO - Mensagem recebida: [R] Request 1|19116|00; Origem: 19116
